HomeID,HomeConf,HomeDiv,RoadID,RoadConf,RoadDiv
WestPacific3,West,Pacific,WestNorthwest5,West,Northwest
EastAtlantic5,East,Atlantic,EastSoutheast4,East,Southeast
EastAtlantic2,East,Atlantic,EastSoutheast1,East,Southeast
WestPacific4,West,Pacific,WestPacific1,West,Pacific
EastCentral3,East,Central,EastAtlantic5,East,Atlantic
EastAtlantic1,East,Atlantic,EastCentral1,East,Central
EastSoutheast3,East,Southeast,WestNorthwest3,West,Northwest
EastAtlantic3,East,Atlantic,EastCentral2,East,Central
EastCentral5,East,Central,EastSoutheast4,East,Southeast
WestNorthwest2,West,Northwest,WestSouthwest3,West,Southwest
WestSouthwest5,West,Southwest,WestPacific5,West,Pacific
WestNorthwest1,West,Northwest,WestNorthwest4,West,Northwest
WestPacific2,West,Pacific,WestSouthwest4,West,Southwest
EastCentral4,East,Central,EastSoutheast2,East,Southeast
EastSoutheast1,East,Southeast,EastAtlantic4,East,Atlantic
EastSoutheast5,East,Southeast,EastAtlantic2,East,Atlantic
WestSouthwest1,West,Southwest,WestPacific4,West,Pacific
WestNorthwest5,West,Northwest,WestPacific1,West,Pacific
WestPacific3,West,Pacific,WestSouthwest2,West,Southwest
EastAtlantic2,East,Atlantic,EastAtlantic1,East,Atlantic
EastCentral1,East,Central,EastCentral3,East,Central
EastCentral2,East,Central,EastAtlantic3,East,Atlantic
EastSoutheast3,East,Southeast,EastAtlantic5,East,Atlantic
WestNorthwest2,West,Northwest,WestNorthwest1,West,Northwest
WestSouthwest4,West,Southwest,WestSouthwest5,West,Southwest
WestNorthwest3,West,Northwest,WestSouthwest3,West,Southwest
EastSoutheast4,East,Southeast,EastSoutheast5,East,Southeast
EastAtlantic4,East,Atlantic,EastCentral5,East,Central
WestPacific2,West,Pacific,WestPacific3,West,Pacific
WestNorthwest4,West,Northwest,WestNorthwest5,West,Northwest
WestPacific5,West,Pacific,WestSouthwest2,West,Southwest
