SeasRank,Season,HomeAgainst,HomeFor,For,Against,HomeResult,Result,AwayFor,AwayAgainst,AwayResult,PythagHome,PythagAway,Pythag
18.0,2009.5,4.66812707015959,4.639819331526648,4.543501265240396,4.700097768576031,0.5389436540198735,0.48982056590752243,4.447761216501053,4.732061878952123,0.4407618187292985,0.49718151916755415,0.468638129772083,0.48302426708461266
19.0,2009.5,4.644552469135802,4.431597222222223,4.543539605858447,4.775072847174296,0.510493827160494,0.47669465531784383,4.65560825052695,4.90658687142427,0.4428861788617887,0.47828809207205836,0.47274007898005416,0.475260097950176
20.0,2009.5,4.454938271604939,4.365432098765432,4.298151982209953,4.592063492063493,0.5129629629629627,0.4652672341078139,4.230864197530864,4.729421296296296,0.4175308641975309,0.4882642598968485,0.4446597392295729,0.46704743373058044
21.0,2009.5,4.86318635200241,4.541758882866605,4.4511617207269385,4.844620811287479,0.5036959876543209,0.46541292845640675,4.36059413580247,4.826072530864197,0.42706790123456795,0.4664583593258551,0.44821853710330484,0.4577562644750068
22.0,2009.5,4.963364197530863,4.594760802469135,4.421491833448354,4.8799095161414,0.4817901234567902,0.4461333486695806,4.248088678109003,4.796033197831979,0.41051509334537795,0.45965553351418464,0.4396062029317129,0.45096851417557327
23.0,2009.5,4.752716049382717,4.373518518518518,4.3655260332796555,4.878408480944712,0.48823302469135815,0.44700176366843036,4.357461419753086,5.004266975308642,0.40576388888888887,0.4583119635888778,0.43164791732858576,0.44466727199188955
24.0,2009.5,4.937333822643782,4.516895325203252,4.339320220841961,4.954372747488691,0.4710025218307739,0.43192814968177284,4.162229938271606,4.971874999999999,0.3927854938271605,0.4544721580053868,0.4125838045869557,0.43458071800335735
25.0,2009.5,4.933896604938271,4.384961419753086,4.266967640518366,4.968253968253968,0.46073302469135813,0.4250843493597117,4.148765432098767,5.002469135802468,0.38950617283950617,0.44038227395627266,0.40840276916727064,0.4245912250856387
26.0,2009.5,5.046195987654321,4.362816358024692,4.24111072770493,5.0129150371904,0.4564043209876544,0.4237060041407868,4.118950617283951,4.9794830246913575,0.39097993827160493,0.4277560170553361,0.4065448585427462,0.4170275525029513
27.0,2009.5,4.823456790123457,4.173456790123456,4.186197377501726,5.033638141246838,0.46234567901234574,0.4226727244843187,4.199012345679012,5.244043209876542,0.3829938271604938,0.42828993260628734,0.3906577549914605,0.4089185443270621
28.0,2009.5,4.8608487654321,4.1769290123456795,4.06388313779618,4.963768115942029,0.44409722222222225,0.4045702016716509,3.9501035079795246,5.06663448509485,0.36502917043059313,0.4255268544148443,0.3779855602390662,0.400973685981793
29.0,2009.5,5.137854938271605,4.23162037037037,4.172481021394065,5.284483551874856,0.42741512345679017,0.3851027528563761,4.113112014453477,5.431540763324299,0.3427901987353207,0.40516330131113076,0.364253429388998,0.38355159741508765
30.0,2009.5,5.203233024691358,3.9804475308641982,3.9293727474886895,5.309930220075149,0.4134799382716049,0.3651234567901234,3.8782175925925926,5.416118827160494,0.31685956790123454,0.3702329679357719,0.34158823443671327,0.3540813122916691
